Sub_tariff,6_digits,CIIU4,description,avgtariff
2209000000,220900,1089,Vinagre y sucedáneos del vinagre obtenidos a partir del ácido acético.,0.150000006
2301101000,230110,1011,Chicharrones.,0.125
2301101000,230110,1011,Chicharrones.,0.125
2301109000,230110,1011,"Harinas, polvo y ""pellets"", de carne o de despojos, impropios para la alimentación humana.",0.125
2301109000,230110,1011,"Harinas, polvo y ""pellets"", de carne o de despojos, impropios para la alimentación humana.",0.125
2301201000,230120,1012,"Harina polvo y ""pellets"" de pescado impropios para la alimentación humana.",0.13333334
2301201000,230120,1012,"Harina polvo y ""pellets"" de pescado impropios para la alimentación humana.",0.13333334
2301201000,230120,1012,"Harina polvo y ""pellets"" de pescado impropios para la alimentación humana.",0.13333334
2301201100,230120,1012,"Harina, polvo y ""pellets"" de pescado impropios para la alimentación humana, con un contenido de grasa superior a 2% en peso.",0.13333334
2301201900,230120,1012,"Harina, polvo y ""pellets"" de pescado impropios para la alimentación humana, con un contenido de grasa inferior o igual a 2% en peso",0.13333334
2301209000,230120,1012,"Las demás harinas, polvo y ""pellets"" de pescado o de crustáceos, moluscos o demás invertebrados acuáticos, impropios para la alimentación humana.",0.13333334
2301209000,230120,1012,"Las demás harinas, polvo y ""pellets"" de pescado o de crustáceos, moluscos o demás invertebrados acuáticos, impropios para la alimentación humana.",0.13333334
2301209000,230120,1012,"Las demás harinas, polvo y ""pellets"" de pescado o de crustáceos, moluscos o demás invertebrados acuáticos, impropios para la alimentación humana.",0.13333334
2302100000,230210,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de maíz, incluso en ""pellets"".",0.150000006
2302100000,230210,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de maíz, incluso en ""pellets"".",0.150000006
2302200000,230220,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de arroz, incluso en ""pellets"".",
2302200000,230220,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de arroz, incluso en ""pellets"".",
2302300000,230230,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de trigo incluso en ""pellets"".",0.150000006
2302300000,230230,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de trigo incluso en ""pellets"".",0.150000006
2302400000,230240,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de los demás cereales, incluso en ""pellets"".",0.150000006
2302400000,230240,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de los demás cereales, incluso en ""pellets"".",0.150000006
2302500000,230250,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de leguminosas, incluso en ""pellets"".",0.100000001
2302500000,230250,1051,"Salvados, moyuelos y demás residuos del cernido, de la molienda o de otros tratamientos de leguminosas, incluso en ""pellets"".",0.100000001
2303100000,230310,1052,Residuos de la industria del almidón y residuos similares.,0.100000001
2303100000,230310,1052,Residuos de la industria del almidón y residuos similares.,0.100000001
2303200000,230320,1071,"Pulpa de remolacha, bagazo de caña de azúcar y demás desperdicios de la industria azucarera",0.100000001
2303200000,230320,1071,"Pulpa de remolacha, bagazo de caña de azúcar y demás desperdicios de la industria azucarera",0.100000001
2303300000,230330,1101,"Heces y desperdicios de cervecería o de destilería, incluso en ""pellets""",0.100000001
2303300000,230330,1101,"Heces y desperdicios de cervecería o de destilería, incluso en ""pellets""",0.100000001
2304000000,230400,1030,"Tortas y demás residuos sólidos de la extracción del aceite de soja (soya), incluso molidos o en ""pellets"".",0.150000006
2304000000,230400,1030,"Tortas y demás residuos sólidos de la extracción del aceite de soja (soya), incluso molidos o en ""pellets"".",0.150000006
2305000000,230500,1030,"Tortas y demás residuos sólidos de la extracción del aceite de maní (cacahuete, cacahuate), incluso molidos o en ""pellets"".",0.100000001
2305000000,230500,1030,"Tortas y demás residuos sólidos de la extracción del aceite de maní (cacahuete, cacahuate), incluso molidos o en ""pellets"".",0.100000001
2306100000,230610,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de algodón, incluso molidos o en «pellets».",0.150000006
2306100000,230610,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de algodón, incluso molidos o en «pellets».",0.150000006
2306100000,230610,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de algodón, incluso molidos o en «pellets».",0.150000006
2306200000,230620,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de lino, incluso molidos o en «pellets».",0.100000001
2306200000,230620,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de lino, incluso molidos o en «pellets».",0.100000001
2306200000,230620,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de lino, incluso molidos o en «pellets».",0.100000001
2306300000,230630,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de girasol, incluso molidos o en «pellets».",0.150000006
2306300000,230630,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de girasol, incluso molidos o en «pellets».",0.150000006
2306300000,230630,1030,"Tortas y demás residuos sólidos de la extracción de grasas o aceites de semillas de girasol, incluso molidos o en «pellets».",0.150000006
2306400000,230640,1030,Tortas de nabo (nabina) o de colza.,
2306400000,230640,1030,Tortas de nabo (nabina) o de colza.,
2306410000,230641,1030,"Tortas y  demás residuos sólidos de la extracción de grasas o aceites de semillas de nabo (nabina) o de colza, con bajo contenido de ácido erúcico, incluso molidos o en ""Pellets""",0.100000001
2306490000,230649,1030,"Las demás tortas y  demás residuos sólidos de la extracción de grasas o aceites de semillas de nabo (nabina) o de colza,  incluso molidos o en ""pellets"".",0.100000001
2306500000,230650,1030,Tortas de coco o de copra.,0.100000001
2306500000,230650,1030,Tortas de coco o de copra.,0.100000001
2306600000,230660,1030,Tortas de nuez o de almendra de palma.,0.100000001
2306600000,230660,1030,Tortas de nuez o de almendra de palma.,0.100000001
2306700000,230670,1030,Tortas de germen de maíz,
2306900000,230690,1030,"Las demás tortas y  demás residuos sólidos de la extracción de grasas o aceites vegetales, incluso molidos o en ""pellets"", excepto los de las partidas 23.04 o 23.05.",0.150000006
2306900000,230690,1030,"Las demás tortas y  demás residuos sólidos de la extracción de grasas o aceites vegetales, incluso molidos o en ""pellets"", excepto los de las partidas 23.04 o 23.05.",0.150000006
2307000000,230700,1102,Lías o heces de vino; tártaro bruto,0.100000001
2307000000,230700,1102,Lías o heces de vino; tártaro bruto,0.100000001
2308001000,230800,1051,Harina de flores de marigold.,0.125
2308009000,230800,1051,"Las demás materias y desperdicios vegetales, residuos y subproductos vegetales, incluso en ""pellets"", del tipo de los utilizados para la alimentación de los animales, no expresados ni comprendidos en otra parte.",0.125
2308100000,230810,129,"Bellotas y castañas de indias, utilizadas para la alimentación de los animales, no expresadas ni comprendidas en otra parte.",
2308100000,230810,129,"Bellotas y castañas de indias, utilizadas para la alimentación de los animales, no expresadas ni comprendidas en otra parte.",
2308900000,230890,1051,"Los demás desperdicios, residuos y subproductos vegetales, incluso en ""pellets"", del tipo de los utilizados para la alimentación de los animales, no expresados ni comprendidos en otras partidas.",
2308900000,230890,1051,"Los demás desperdicios, residuos y subproductos vegetales, incluso en ""pellets"", del tipo de los utilizados para la alimentación de los animales, no expresados ni comprendidos en otras partidas.",
2309100000,230910,1090,"Alimentos para perros o gatos, acondicionados para la venta al por menor.",0.150000006
2309100000,230910,1090,"Alimentos para perros o gatos, acondicionados para la venta al por menor.",0.150000006
2309101000,230910,1090,"Alimentos para perros o gatos, presentados en envases herméticos, acondicionados para la venta al por menor.",0.150000006
2309101000,230910,1090,"Alimentos para perros o gatos, presentados en envases herméticos, acondicionados para la venta al por menor.",0.150000006
2309102000,230910,1090,"Alimentos para perros o gatos, presentados en envases herméticos, con un contenido de humedad superior o igual al 60%, acondicionados para la venta al por menor",0.150000006
2309109000,230910,1090,"Los demás alimentos para perros o gatos, acondicionados para la venta al por menor.",0.150000006
2309901000,230990,1090,Preparaciones forrajeras con adición de melazas o de azúcar.,0.112500004
2309901000,230990,1090,Preparaciones forrajeras con adición de melazas o de azúcar.,0.112500004
2309902000,230990,1090,Premezclas para la alimentación de los animales.,0.112500004
2309902000,230990,1090,Premezclas para la alimentación de los animales.,0.112500004
2309903000,230990,1090,Sustitutos de la leche para alimentación de terneros.,0.112500004
2309903000,230990,1090,Sustitutos de la leche para alimentación de terneros.,0.112500004
2309909000,230990,1090,Las demás preparaciones del tipo de las utilizadas para la alimentación de los animales.,0.112500004
2309909000,230990,1090,Las demás preparaciones del tipo de las utilizadas para la alimentación de los animales.,0.112500004
2309909000,230990,1090,Las demás preparaciones del tipo de las utilizadas para la alimentación de los animales.,0.112500004
2309909010,230990,1090,"Preparaciones alimenticias que contengan los productos especificados en el apartado ii, literal a de la nota explicativa de la partida 23.09 (ver sistema armonizado).",0.112500004
2309909090,230990,1090,Las demás preparaciones del tipo de las utilizadas para la alimentación de los animales.,0.112500004
2401101000,240110,114,"Tabaco negro sin desvenar o desnervar, en rama o sin elaborar.",0.100000001
2401101000,240110,114,"Tabaco negro sin desvenar o desnervar, en rama o sin elaborar.",0.100000001
2401102000,240110,114,"Tabaco rubio en rama o sin elaborar, sin desvenar o desnervar.",0.100000001
2401102000,240110,114,"Tabaco rubio en rama o sin elaborar, sin desvenar o desnervar.",0.100000001
2401201000,240120,1200,Tabaco negro total o parcialmente desvenado o desnervado.,0.100000001
2401201000,240120,1200,Tabaco negro total o parcialmente desvenado o desnervado.,0.100000001
2401202000,240120,1200,Tabaco rubio total o parcialmente desvenado o desnervado.,0.100000001
2401202000,240120,1200,Tabaco rubio total o parcialmente desvenado o desnervado.,0.100000001
2401300000,240130,1200,Desperdicios de tabaco.,0.100000001
2401300000,240130,1200,Desperdicios de tabaco.,0.100000001
2402100000,240210,1200,Cigarros (puros) (incluso despuntados) y cigarritos (puritos) que contengan tabaco.,0.150000006
2402100000,240210,1200,Cigarros (puros) (incluso despuntados) y cigarritos (puritos) que contengan tabaco.,0.150000006
2402201000,240220,1200,Cigarrillos de tabaco negro.,0.150000006
2402201000,240220,1200,Cigarrillos de tabaco negro.,0.150000006
2402202000,240220,1200,Cigarrillos de tabaco rubio.,0.150000006
2402202000,240220,1200,Cigarrillos de tabaco rubio.,0.150000006
2402900000,240290,1200,Los demás cigarrillos de tabaco o de  sucedáneos del tabaco.,0.150000006
2402900000,240290,1200,Los demás cigarrillos de tabaco o de  sucedáneos del tabaco.,0.150000006
2403100000,240310,1200,"Tabaco para fumar, incluso con sucedáneos de tabaco en cualquier proporción.",
2403100000,240310,1200,"Tabaco para fumar, incluso con sucedáneos de tabaco en cualquier proporción.",
2403110000,240311,1200,Tabaco para pipa de agua mencionado en la Nota 1 de Subpartida,0.150000006
2403190000,240319,1200,"Los demás tabacos para fumar, incluso con sucedáneos de tabaco en cualquier proporción",0.150000006
2403910000,240391,1200,"Tabaco ""homogeneizado"" o ""reconstituido"".",0.150000006
2403910000,240391,1200,"Tabaco ""homogeneizado"" o ""reconstituido"".",0.150000006
2403990000,240399,1200,"Los demás tabacos elaborados, extractos y jugos de tabaco.",0.150000006
2403990000,240399,1200,"Los demás tabacos elaborados, extractos y jugos de tabaco.",0.150000006
2501001000,250100,1089,Sal de mesa.,0.02
2501001010,250100,1089,Sal refinada.,0.02
2501001090,250100,892,Las demás sales.,0.02
2501001100,250100,1089,Sal de mesa.,0.02
2501001100,250100,1089,Sal de mesa.,0.02
2501001200,250100,892,"Cloruro de sodio, con pureza superior o igual al 99.5% incluso en disolución acuosa",0.02
2501001200,250100,892,"Cloruro de sodio, con pureza superior o igual al 99.5% incluso en disolución acuosa",0.02
2501001900,250100,892,Las demás sales y los demás cloruros de sodio.,0.02
2501001900,250100,892,Las demás sales y los demás cloruros de sodio.,0.02
2501002000,250100,892,"Cloruro de sodio, con pureza superior o igual al 99.5% incluso en disolución acuosa",0.02
2501002000,250100,892,"Cloruro de sodio, con pureza superior o igual al 99.5% incluso en disolución acuosa",0.02
2501009000,250100,892,Las demás sales; Agua de mar.,0.02
2501009000,250100,892,Las demás sales; Agua de mar.,0.02
2501009000,250100,892,Las demás sales; Agua de mar.,0.02
2501009100,250100,2029,Sal desnaturalizada.,0.02
2501009200,250100,892,Sal para alimento de ganado.,0.02
2501009900,250100,892,"Las demás sales y cloruros de sodio puros, incluso en disolución acuosa ; agua de mar",0.02
2502000000,250200,891,Piritas de hierro sin tostar.,0
2502000000,250200,891,Piritas de hierro sin tostar.,0
2503000000,250300,2011,"Azufre de cualquier clase, excepto sublimado, el precipitado y el coloidal.",0
2503100000,250310,891,Azufre en bruto y azufre sin refinar.,
2503100010,250310,891,Azufre en estado natural o en bruto.,
2503100090,250310,891,Los demás azufres de cualquier clase sin refinar.,
2503901000,250390,2011,Azufre moldeado o pulverizado.,
2503909000,250390,2011,"Los demás azufres de cualquier clase, con exclusión del sublimado, del precipitado y del coloidal.",
2504100000,250410,899,"Grafito natural, en polvo o en escamas.",0
2504100000,250410,899,"Grafito natural, en polvo o en escamas.",0
2504900000,250490,899,Los demás grafitos naturales.,0
2504900000,250490,899,Los demás grafitos naturales.,0
2505100000,250510,812,"Arenas naturales silíceas y arenas cuarzosas, incluso coloreadas.",0.050000001
2505100000,250510,812,"Arenas naturales silíceas y arenas cuarzosas, incluso coloreadas.",0.050000001
2505900000,250590,811,"Las demás arenas naturales de cualquier clase, incluso coloreadas, con exclusión de las arenas metalíferas del capítulo 26",0
2505900000,250590,811,"Las demás arenas naturales de cualquier clase, incluso coloreadas, con exclusión de las arenas metalíferas del capítulo 26",0
2506100000,250610,899,Cuarzo (excepto las arenas naturales).,0
2506100000,250610,899,Cuarzo (excepto las arenas naturales).,0
2506200000,250620,811,"Cuarcita incluso desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2506210000,250621,811,"Cuarcita en bruto o desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",
2506210000,250621,811,"Cuarcita en bruto o desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",
2506290000,250629,811,"Las demás cuarcitas (excepto las arenas naturales), en bloques o en placas  cuadradas o rectangulares.",
2506290000,250629,811,"Las demás cuarcitas (excepto las arenas naturales), en bloques o en placas  cuadradas o rectangulares.",
2507000000,250700,2399,"Caolín y demás arcillas caolínicas, incluso calcinadas.",0.050000001
2507000000,250700,2399,"Caolín y demás arcillas caolínicas, incluso calcinadas.",0.050000001
2507000010,250700,2399,Arcillas caolínicas con un grado de blancura entre 89% y 92% .,0.050000001
2507000090,250700,2399,"Caolín y demás arcillas caolínicas, incluso calcinadas.",0.050000001
2507001000,250700,2399,"Caolín, incluso calcinado.",0.050000001
2507009000,250700,2399,"Demás arcillas caolínicas, incluso calcinadas.",0.050000001
2508100000,250810,812,Bentonita.,0
2508100000,250810,812,Bentonita.,0
2508200000,250820,812,Tierras decolorantes y tierras de batán.,
2508200000,250820,812,Tierras decolorantes y tierras de batán.,
2508300000,250830,812,Arcillas refractarias.,0
2508300000,250830,812,Arcillas refractarias.,0
2508400000,250840,812,Las demás arcillas (con exclusión de las arcillas dilatadas de la partida 68.06).,0.050000001
2508400000,250840,812,Las demás arcillas (con exclusión de las arcillas dilatadas de la partida 68.06).,0.050000001
2508500000,250850,2399,"Andalucita, cianita y silimanita, incluso calcinadas.",0
2508500000,250850,2399,"Andalucita, cianita y silimanita, incluso calcinadas.",0
2508600000,250860,2399,Mullita.,0
2508600000,250860,2399,Mullita.,0
2508700000,250870,2399,Tierras de chamota o de dinas.,0
2508700000,250870,2399,Tierras de chamota o de dinas.,0
2509000000,250900,812,Creta.,0.050000001
2509000000,250900,812,Creta.,0.050000001
2510100000,251010,891,"Fosfatos de calcio naturales, fosfatos aluminocalcicos naturales y cretas fosfatadas sin moler.",0
2510100000,251010,891,"Fosfatos de calcio naturales, fosfatos aluminocalcicos naturales y cretas fosfatadas sin moler.",0
2510200000,251020,891,"Fosfatos de calcio naturales, fosfatos aluminocalcicos naturales y cretas fosfatadas molidos.",0
2510200000,251020,891,"Fosfatos de calcio naturales, fosfatos aluminocalcicos naturales y cretas fosfatadas molidos.",0
2511100000,251110,891,Sulfato de bario natural (baritina).,0.050000001
2511100000,251110,891,Sulfato de bario natural (baritina).,0.050000001
2511200000,251120,891,"Carbonato  de bario  natural (witherita), incluso  calcinado, con exclusión  del oxido de  bario de la partida 28.16.",0
2511200000,251120,891,"Carbonato  de bario  natural (witherita), incluso  calcinado, con exclusión  del oxido de  bario de la partida 28.16.",0
2512000000,251200,899,"Harinas silíceas fósiles (por ejemplo: kieselgur, tripolita o diatomita) y demás tierras silíceas análogas, de densidad aparente inferior o igual a 1, incluso calcinadas.",0
2512000000,251200,899,"Harinas silíceas fósiles (por ejemplo: kieselgur, tripolita o diatomita) y demás tierras silíceas análogas, de densidad aparente inferior o igual a 1, incluso calcinadas.",0
2513100000,251310,891,Piedra pómez.,0.050000001
2513110000,251311,891,"Piedra pómez en bruto o en trozos irregulares, incluida la  quebrantada (grava de piedra pómez o ""bimskies"").",
2513110000,251311,891,"Piedra pómez en bruto o en trozos irregulares, incluida la  quebrantada (grava de piedra pómez o ""bimskies"").",
2513190000,251319,891,Las demás piedras pómez.,
2513190000,251319,891,Las demás piedras pómez.,
2513200000,251320,891,"Esmeril, corindón natural, granate natural y demás abrasivos naturales, en bruto o en trozos irregulares.",0
2513210000,251321,891,"Esmeril, corindón natural, granate natural y demás abrasivos naturales, en bruto o en trozos irregulares.",
2513290000,251329,891,"Los demás abrasivos naturales en bruto o en trozos irregulares, incluso tratados térmicamente.",
2514000000,251400,811,"Pizarra, incluso desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2514000000,251400,811,"Pizarra, incluso desbastada o simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2515110000,251511,811,Mármol y travertinos en bruto o desbastados.,0.050000001
2515110000,251511,811,Mármol y travertinos en bruto o desbastados.,0.050000001
2515120000,251512,811,"Mármol y travertinos simplemente troceados, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2515120000,251512,811,"Mármol y travertinos simplemente troceados, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2515200000,251520,811,"""Ecaussines"" y demás piedras calizas de talla o de construcción; alabastro.",0
2515200000,251520,811,"""Ecaussines"" y demás piedras calizas de talla o de construcción; alabastro.",0
2516110000,251611,811,Granito en bruto o desbastado.,0
2516110000,251611,811,Granito en bruto o desbastado.,0
2516120000,251612,811,"Granito simplemente troceado, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2516120000,251612,811,"Granito simplemente troceado, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2516200000,251620,811,"Arenisca, incluso desbastados o simplemente troceados, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2516210000,251621,811,Arenisca en bruto o desbastada.,
2516210000,251621,811,Arenisca en bruto o desbastada.,
2516220000,251622,811,"Arenisca simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",
2516220000,251622,811,"Arenisca simplemente troceada, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",
2516900000,251690,811,"Las demás piedras de talla o de construcción, incluso desbastadas o simplemente troceadas, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2516900000,251690,811,"Las demás piedras de talla o de construcción, incluso desbastadas o simplemente troceadas, por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2517100000,251710,811,"Cantos, grava, piedras  machacadas, de los tipos generalmente utilizados para hacer hormigón o para firmes de carreteras, vías férreas u otros balastos, guijarros y pedernal, incluso tratados térmicamente",0
2517100000,251710,811,"Cantos, grava, piedras  machacadas, de los tipos generalmente utilizados para hacer hormigón o para firmes de carreteras, vías férreas u otros balastos, guijarros y pedernal, incluso tratados térmicamente",0
2517200000,251720,811,"Macadam de escorias o de desechos industriales  similares, incluso con materiales citados en la subpartida 25.17,10.",0
2517200000,251720,811,"Macadam de escorias o de desechos industriales  similares, incluso con materiales citados en la subpartida 25.17,10.",0
2517300000,251730,2399,Macadam alquitranado.,0
2517300000,251730,2399,Macadam alquitranado.,0
2517410000,251741,811,"Gránulos, tasquiles (fragmentos) y polvo de mármol, incluso tratados térmicamente.",0.050000001
2517410000,251741,811,"Gránulos, tasquiles (fragmentos) y polvo de mármol, incluso tratados térmicamente.",0.050000001
2517490000,251749,811,"Los demás gránulos, tasquiles (fragmentos) y polvo de las demás piedras de las partidas 25.15 o 25.16, incluso tratados térmicamente.",0
2517490000,251749,811,"Los demás gránulos, tasquiles (fragmentos) y polvo de las demás piedras de las partidas 25.15 o 25.16, incluso tratados térmicamente.",0
2518100000,251810,812,"Dolomita sin calcinar ni sinterizar, llamada ""cruda"", desbastada o simplemente troceada, por aserrado o de  otro modo, en bloques o en placas cuadradas o rectangulares.",0
2518100000,251810,812,"Dolomita sin calcinar ni sinterizar, llamada ""cruda"", desbastada o simplemente troceada, por aserrado o de  otro modo, en bloques o en placas cuadradas o rectangulares.",0
2518200000,251820,2394,Dolomita calcinada o sinterizada.,0
2518200000,251820,2394,Dolomita calcinada o sinterizada.,0
2518300000,251830,2394,Aglomerado de dolomita.,0
2518300000,251830,2394,Aglomerado de dolomita.,0
2519100000,251910,899,Carbonato de magnesio natural (magnesita).,0
2519100000,251910,899,Carbonato de magnesio natural (magnesita).,0
2519901000,251990,899,Magnesia electrofundida.,0
2519901000,251990,899,Magnesia electrofundida.,0
2519902000,251990,899,"Oxido de magnesio, incluso químicamente puro.",0
2519902000,251990,899,"Oxido de magnesio, incluso químicamente puro.",0
2519903000,251990,899,"Magnesia calcinada a muerte (sinterizada), incluso con pequeñas cantidades de otros óxidos añadidos antes de la sinterización",0
2519909000,251990,899,"Las demás magnesias calcinadas a muerte (sinterizadas), incluso con pequeñas cantidades de otros óxidos añadidos antes de la sinterización",0
2520100000,252010,811,Yeso natural; anhidrita.,0
2520100000,252010,811,Yeso natural; anhidrita.,0
2520200000,252020,2394,"Yesos fraguable ( consistente en yeso natural calcinado o en sulfato de calcio), incluso coloreado o con pequeñas cantidades de aceleradores o retardadores.",0
2520200000,252020,2394,"Yesos fraguable ( consistente en yeso natural calcinado o en sulfato de calcio), incluso coloreado o con pequeñas cantidades de aceleradores o retardadores.",0
2521000000,252100,812,Castinas; piedras para la fabricación de cal o de cemento.,0
2521000000,252100,812,Castinas; piedras para la fabricación de cal o de cemento.,0
2522100000,252210,2394,Cal viva.,0
2522100000,252210,2394,Cal viva.,0
2522200000,252220,2394,Cal apagada.,0
2522200000,252220,2394,Cal apagada.,0
2522300000,252230,2394,"Cal hidráulica, excepto el oxido y del hidróxido de calcio de la partida 28.25",0
2522300000,252230,2394,"Cal hidráulica, excepto el oxido y del hidróxido de calcio de la partida 28.25",0
2523100000,252310,2394,"Cementos sin pulverizar (""clinker"").",0.050000001
2523100000,252310,2394,"Cementos sin pulverizar (""clinker"").",0.050000001
2523210000,252321,2394,"Cemento blanco, incluso coloreado artificialmente.",0.050000001
2523210000,252321,2394,"Cemento blanco, incluso coloreado artificialmente.",0.050000001
2523290000,252329,2394,Los demás cementos portland (gris).,0.050000001
2523290000,252329,2394,Los demás cementos portland (gris).,0.050000001
2523300000,252330,2394,Cementos aluminosos.,0
2523300000,252330,2394,Cementos aluminosos.,0
2523900000,252390,2394,Los demás cementos hidráulicos.,0
2523900000,252390,2394,Los demás cementos hidráulicos.,0
2524000000,252400,899,Amianto (asbesto).,
2524001000,252400,899,Fibras de amianto (asbesto).,
2524009000,252400,899,Los demás amiantos (asbestos),
2524101000,252410,899,Fibras de crocidolita.,0
2524109000,252410,899,Los demás crocidolita.,0
2524900000,252490,899,Los demás amiantos (asbestos).,0
2525100000,252510,899,"Mica en  bruto o exfoliada en hojas o en laminillas irregulares (""splittings"").",0
2525100000,252510,899,"Mica en  bruto o exfoliada en hojas o en laminillas irregulares (""splittings"").",0
2525200000,252520,899,Mica en polvo.,0
2525200000,252520,899,Mica en polvo.,0
2525300000,252530,2399,Desperdicios de mica.,0
2525300000,252530,2399,Desperdicios de mica.,0
2526100000,252610,899,"Esteatitas naturales sin triturar, ni pulverizar, incluso desbastadas o simplemente troceadas por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2526100000,252610,899,"Esteatitas naturales sin triturar, ni pulverizar, incluso desbastadas o simplemente troceadas por aserrado o de otro modo, en bloques o en placas cuadradas o rectangulares.",0
2526200000,252620,2399,Esteatita natural triturada o pulverizada; talco.,0.050000001
2526200000,252620,2399,Esteatita natural triturada o pulverizada; talco.,0.050000001
2527000000,252700,891,Criolita  natural; quiolita natural.,
2527000000,252700,891,Criolita  natural; quiolita natural.,
2528001000,252800,891,Boratos de sodio naturales y sus concentrados (incluso calcinados).,0
2528009000,252800,891,"Los demás boratos naturales y sus concentrados (incluso calcinados) excepto los boratos extraídos de las salmueras naturales y ácido bórico natural con un contenido de H3BO3 inferior o igual a 85%, calculado sobre producto seco",0
2528100000,252810,891,Boratos de sodio naturales y sus concentrados (incluso calcinados).,
2528100000,252810,891,Boratos de sodio naturales y sus concentrados (incluso calcinados).,
2528100000,252810,891,Boratos de sodio naturales y sus concentrados (incluso calcinados).,
2528900000,252890,891,"Los demás boratos naturales en bruto y sus concentrados (incluso calcinados) con exclusión de los boratos extraídos de las salmueras naturales; ácido bórico natural con un contenido de H3BO3 inferior o igual a 85%, valorado sobre producto seco",
2528900000,252890,891,"Los demás boratos naturales en bruto y sus concentrados (incluso calcinados) con exclusión de los boratos extraídos de las salmueras naturales; ácido bórico natural con un contenido de H3BO3 inferior o igual a 85%, valorado sobre producto seco",
2529100000,252910,899,Feldespato.,0.050000001
2529100000,252910,899,Feldespato.,0.050000001
2529210000,252921,891,Espato flúor con un contenido de fluoruro de calcio inferior o igual al 97% en peso,0
2529210000,252921,891,Espato flúor con un contenido de fluoruro de calcio inferior o igual al 97% en peso,0
2529220000,252922,891,"Espato flúor con un contenido de fluoruro de calcio, superior al 97% en peso.",0
2529220000,252922,891,"Espato flúor con un contenido de fluoruro de calcio, superior al 97% en peso.",0
2529300000,252930,899,Leucita; nefelina y nefelina sienita.,0
2529300000,252930,899,Leucita; nefelina y nefelina sienita.,0
2530100000,253010,899,"Vermiculita, perlita y cloritas, sin dilatar.",0
2530100000,253010,899,"Vermiculita, perlita y cloritas, sin dilatar.",0
2530200000,253020,891,Kieserita y epsomita (sulfatos de magnesio naturales).,0
2530200000,253020,891,Kieserita y epsomita (sulfatos de magnesio naturales).,0
2530300000,253030,891,Tierras colorantes.,
2530400000,253040,891,Óxidos de hierro micáceos naturales,
2530400000,253040,891,Óxidos de hierro micáceos naturales,
2530900000,253090,891,Las demás materias minerales no expresadas ni comprendidas en otras partidas.,0
2530900000,253090,891,Las demás materias minerales no expresadas ni comprendidas en otras partidas.,0
2601110000,260111,710,"Minerales de hierro y sus concentrados, excepto las piritas de hierro tostadas (cenizas de piritas) sin aglomerar.",0
2601110000,260111,710,"Minerales de hierro y sus concentrados, excepto las piritas de hierro tostadas (cenizas de piritas) sin aglomerar.",0
2601120000,260112,710,"Minerales de hierro y sus concentrados, excepto las piritas de hierro tostadas (cenizas de piritas) aglomerados.",0
2601120000,260112,710,"Minerales de hierro y sus concentrados, excepto las piritas de hierro tostadas (cenizas de piritas) aglomerados.",0
2601200000,260120,2011,Piritas de hierro tostadas (cenizas de piritas).,0
2601200000,260120,2011,Piritas de hierro tostadas (cenizas de piritas).,0
