Sub_tariff,6_digits,CIIU4,description,avgtariff
4811400000,481140,1701,"Papel y cartón recubierto impregnado o revestido de cera, de parafina, de  estearina, de aceite o de glicerina.",
4811401000,481140,1701,"Papel y cartón recubierto impregnado o revestido de cera, parafina, estearina, aceite o glicerina, para aislamiento eléctrico.",
4811409000,481140,1701,"Los demás papeles y cartones recubiertos impregnados o revestidos de cera, parafina, estearina, aceite o glicerina.",
4811410000,481141,1701,"Papel y cartón autoadhesivos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0
4811411000,481141,1701,"Papel y cartón autoadhesivos, en bobinas (rollos), de anchura superior a 15 cm o en hojas en las que un lado sea superior a 36 cm y el otro sea superior a 15 cm, sin plegar.",0
4811419000,481141,1701,Los demás papeles y cartones autoadhesivos.,0
4811490000,481149,1709,"Los demás papeles y cartones engomados o adhesivos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0
4811491000,481149,1709,"Los demás papeles y cartones, en bobinas (rollos), de anchura superior a 15 cm o en hojas en las que un lado sea superior a 36 cm y el otro sea superior a 15 cm, sin plegar.",0
4811499000,481149,1709,Los demás papeles y cartones engomados o adhesivos.,0
4811511000,481151,1701,"Papel y cartón recubiertos, impregnados o revestidos de plástico (excepto los adhesivos), blanqueados, de gramaje superior a 150 g/m3, con lam intermedia de aluminio, del tipo de los utilizados para envasar productos en la industria alimentaria, incluso impresos.",0.016666668
4811512000,481151,1701,"Papeles y cartones blanqueados, de gramaje superior a 150 g/m2, recubiertos o revestidos por ambas caras, de plástico (excepto los adhesivos), de los tipos utilizados en la industria  alimentaria, incluso impresos.",0.016666668
4811519000,481151,1701,"Los demás papeles y cartones, blanqueados, de gramaje superior a 150 g/m2.",0.016666668
4811519010,481151,1701,"Cartón revestido por ambas caras con polietileno de un ancho superior o igual a 40 cm y peso superior o igual a 300 g/m2, para la fabricación de envases para alimentos.",0.016666668
4811519090,481151,1701,"Los demás papeles y cartones, blanqueados,  recubiertos, impregnados o revestidos de plástico (con exclusión de los adhesivos) blanqueados de gramaje superior a 150 g/m2.",0.016666668
4811591000,481159,1701,"Papeles y cartones para fabricar lija al agua, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0.035714287
4811592000,481159,1701,"Los demás papeles y cartones con lámina intermedia de aluminio, del tipo de los utilizados para envasar productos en la industria alimentaria, incluso impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0.035714287
4811593000,481159,1701,"Papel impregnado con resinas melamínicas, incluso decorado o impreso, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0.035714287
4811594000,481159,1701,"Papel y cartón para aislamiento eléctrico, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0.035714287
4811595000,481159,1701,"Los demás papeles y cartones, recubiertos o revestidos por ambas caras, de plástico (excepto los adhesivos), de los tipos utilizados en la industria  alimentaria, incluso impresos.",0.035714287
4811596000,481159,1701,Papeles filtro.,0.035714287
4811599000,481159,1701,"Los demás papeles y cartones recubiertos, impregnados o revestidos de plástico (excepto los adhesivos). ",0.035714287
4811599010,481159,1701,Papel decorativo recubierto con una capa de resina uréico-acrilica y laca de protección.,0.035714287
4811599010,481159,1701,Papel decorativo recubierto con una capa de resina uréico-acrilica y laca de protección.,0.035714287
4811599020,481159,1701,"Cartón revestido por ambas caras con polietileno, de un ancho superior o igual a 40 cm y peso superior o igual a 300 g/m2, para la fabricación de envases para alimentos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0.035714287
4811599090,481159,1701,"Los demás papeles y cartones recubiertos, impregnados o revestidos de plástico (excepto los adhesivos). ",0.035714287
4811599090,481159,1701,"Los demás papeles y cartones recubiertos, impregnados o revestidos de plástico (excepto los adhesivos). ",0.035714287
4811601000,481160,1701,"Papel y cartón recubierto impregnado o revestido de cera, parafina, estearina, aceite o glicerol, para aislamiento eléctrico, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0.050000001
4811609000,481160,1701,"Los demás papeles y cartones recubiertos impregnados o revestidos de cera, parafina, estearina, aceite o glicerol, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.",0.050000001
4811901000,481190,1709,"Papeles y cartones barnizados, con peso específico superior a 1, incluso gofrados.",0.01
4811901000,481190,1709,"Papeles y cartones barnizados, con peso específico superior a 1, incluso gofrados.",0.01
4811902000,481190,1709,Papeles y cartones para juntas o empaquetaduras.,0.01
4811902000,481190,1709,Papeles y cartones para juntas o empaquetaduras.,0.01
4811903000,481190,1709,Papeles y cartones  para  aislamiento eléctrico.,0.01
4811904000,481190,1709,Papeles y cartones reactivos.,0.01
4811905000,481190,1709,"Papeles y cartones pautados, rayados o cuadriculados.",0.01
4811905000,481190,1709,"Papeles y cartones pautados, rayados o cuadriculados.",0.01
4811906000,481190,1709,"Papeles y cartones revestidos o recubiertos de plásticos con lámina intermedia de aluminio,  impresos del tipo de los utilizados para envasar productos en la industria alimentaria.",0.01
4811907000,481190,1709,Papel impregnado con resinas melamínicas decoradas o impresas.,0.01
4811908000,481190,1709,"Papeles absorbentes, decorados o impresos, sin impregnar del tipo de los utilizados para la fabricación de laminados plásticos decorativos.",0.01
4811908000,481190,1709,"Papeles absorbentes, decorados o impresos, sin impregnar del tipo de los utilizados para la fabricación de laminados plásticos decorativos.",0.01
4811909000,481190,1709,"Los demás papeles cartones, guatas de celulosa y napas de fibras de celulosa",0.01
4811909000,481190,1709,"Los demás papeles cartones, guatas de celulosa y napas de fibras de celulosa",0.01
4811909010,481190,1709,Papeles y cartones de clise para multicopistas (estenciles y similares).,0.01
4811909090,481190,1709,"Los demás papeles, cartones, guatas de celulosa y napas de fibras de celulosa, estucados, coloreados o decorados en la superficie o impresos, en bobinas o en hojas, excepto los productos de las partidas 48.03, 48.09, 48.10,48.18.",0.01
4812000000,481200,1709,"Bloques y placas, filtrantes, de pasta de papel.",0
4812000000,481200,1709,"Bloques y placas, filtrantes, de pasta de papel.",0
4813100000,481310,1709,"Papel de fumar, en librillos o en tubos.",0.150000006
4813100000,481310,1709,"Papel de fumar, en librillos o en tubos.",0.150000006
4813200000,481320,1709,"Papel de fumar, en bobinas (rollos) de anchura inferior o igual a 5 cm.",0.150000006
4813200000,481320,1709,"Papel de fumar, en bobinas (rollos) de anchura inferior o igual a 5 cm.",0.150000006
4813900000,481390,1701,"Los demás papeles de fumar, incluso cortados al tamaño adecuado.",0.150000006
4813900000,481390,1701,"Los demás papeles de fumar, incluso cortados al tamaño adecuado.",0.150000006
4814001000,481400,1709,"Papel para decorar y revestimientos similares de paredes, constituidos por papel recubierto o revestidos, en la cara  vista, con una capa de plástico graneada, gofrada, coloreada, impresa con motivos o decorada de otro modo.",
4814009010,481400,1709,Papel para vidrieras.,
4814009090,481400,1709,Los demás papeles para decorar y revestimientos similares de paredes.,
4814100000,481410,1709,"Papel granito (""ingrain"").",
4814100000,481410,1709,"Papel granito (""ingrain"").",
4814200000,481420,1709,"Papel para decorar y revestimientos similares de paredes, constituidos por papel recubierto o revestido, en la cara vista, con un capa de plástico graneada, gofrada, coloreada, impresa con motivos o decorada de otro modo.",0
4814200000,481420,1709,"Papel para decorar y revestimientos similares de paredes, constituidos por papel recubierto o revestido, en la cara vista, con un capa de plástico graneada, gofrada, coloreada, impresa con motivos o decorada de otro modo.",0
4814300000,481430,1709,"Papel para decorar y revestimientos similares de paredes, constituidos por papel revestido en la cara vista con materia trenzable, incluso tejida en forma plana o paralelizada.",
4814300000,481430,1709,"Papel para decorar y revestimientos similares de paredes, constituidos por papel revestido en la cara vista con materia trenzable, incluso tejida en forma plana o paralelizada.",
4814900000,481490,1709,Los demás papeles para decorar y revestimientos similares de paredes; papel para vidrieras.,0
4814900000,481490,1709,Los demás papeles para decorar y revestimientos similares de paredes; papel para vidrieras.,0
4815000000,481500,1709,"Cubresuelos con soporte de papel o cartón, incluso cortados.",
4815000000,481500,1709,"Cubresuelos con soporte de papel o cartón, incluso cortados.",
4816100000,481610,1709,"Papel carbón (carbónico) y papeles similares, incluso acondicionados en caja.",
4816100000,481610,1709,"Papel carbón (carbónico) y papeles similares, incluso acondicionados en caja.",
4816200000,481620,1709,"Papel autocopia, incluso acondicionados en cajas.",0.150000006
4816200000,481620,1709,"Papel autocopia, incluso acondicionados en cajas.",0.150000006
4816300000,481630,1709,"Papeles para clises de mimeógrafo (""stenciles""), completos, incluso acondicionados en cajas.",
4816300000,481630,1709,"Papeles para clises de mimeógrafo (""stenciles""), completos, incluso acondicionados en cajas.",
4816900000,481690,1709,"Los demás papeles para copiar o transferir (excepto los de las partidas 48.09), planchas offset de papel, incluso acondicionados  en cajas.",0.150000006
4816900000,481690,1709,"Los demás papeles para copiar o transferir (excepto los de las partidas 48.09), planchas offset de papel, incluso acondicionados  en cajas.",0.150000006
4817100000,481710,1709,Sobres de papel o cartón.,0.150000006
4817100000,481710,1709,Sobres de papel o cartón.,0.150000006
4817200000,481720,1709,"Sobres-carta, tarjetas postales sin ilustrar y tarjetas para correspondencia.",0.150000006
4817200000,481720,1709,"Sobres-carta, tarjetas postales sin ilustrar y tarjetas para correspondencia.",0.150000006
4817300000,481730,1709,"Cajas, sobres y presentaciones similares de papel o cartón, con un conjunto o surtido de artículos de correspondencia.",0.150000006
4817300000,481730,1709,"Cajas, sobres y presentaciones similares de papel o cartón, con un conjunto o surtido de artículos de correspondencia.",0.150000006
4818100000,481810,1709,Papel higiénico.,0.150000006
4818100000,481810,1709,Papel higiénico.,0.150000006
4818200000,481820,1709,"Pañuelos, toallitas de desmaquillar y toallas de pasta de papel, papel.",0.150000006
4818200000,481820,1709,"Pañuelos, toallitas de desmaquillar y toallas de pasta de papel, papel.",0.150000006
4818300000,481830,1709,"Manteles y servilletas, de pasta de papel, papel y guata de celulosa.",0.150000006
4818300000,481830,1709,"Manteles y servilletas, de pasta de papel, papel y guata de celulosa.",0.150000006
4818400000,481840,1709,"Compresas y tampones higiénicos, pañales para bebes y artículos higiénicos similares, de pasta de papel, papel y guata de celulosa o napa de fibras celulosas.",
4818400010,481840,1709,Pañales.,
4818400090,481840,1709,"Los demás pañales, compresas y tapones higiénicos, pañuelos y artículos higiénicos similares, de pasta de papel, papel y guata de celulosa.",
4818401000,481840,1709,Pañales para bebés.,
4818402000,481840,1709,Compresas y tampones higiénicos,
4818409000,481840,1709,Los demás artículos higiénicos similares,
4818500000,481850,1709,"Prendas y complementos de vestir (accesorios), de pasta de papel, papel, guata de celulosa o napas de fibras de celulosa.",0
4818500000,481850,1709,"Prendas y complementos de vestir (accesorios), de pasta de papel, papel, guata de celulosa o napas de fibras de celulosa.",0
4818900000,481890,1709,"Los demás papeles higiénicos, toallitas para desmaquillar y de mano, pañuelos, manteles, sabanas y artículos similares para uso doméstico, de tocador, higiénico o clínico, etc. de pasta de papel, papel , guata de celulosa o napas de fibras de celulosa.",0
4818900000,481890,1709,"Los demás papeles higiénicos, toallitas para desmaquillar y de mano, pañuelos, manteles, sabanas y artículos similares para uso doméstico, de tocador, higiénico o clínico, etc. de pasta de papel, papel , guata de celulosa o napas de fibras de celulosa.",0
4819100000,481910,1702,Cajas de papel o cartón corrugados.,0.100000001
4819100000,481910,1702,Cajas de papel o cartón corrugados.,0.100000001
4819200000,481920,1702,"Cajas y cartonajes, plegables, de papel o cartón sin corrugar.",0.100000001
4819200000,481920,1702,"Cajas y cartonajes, plegables, de papel o cartón sin corrugar.",0.100000001
4819301000,481930,1702,"Sacos (bolsas) con una anchura en la base superior o igual a 40 cm., multipliegos, de papel, cartón, guata de celulosa",0.050000001
4819301000,481930,1702,"Sacos (bolsas) con una anchura en la base superior o igual a 40 cm., multipliegos, de papel, cartón, guata de celulosa",0.050000001
4819309000,481930,1702,"Los demás sacos (bolsas) de papel cartón, guata de celulosa, con una anchura en la base superior o igual a 40 cm.",0.050000001
4819309000,481930,1702,"Los demás sacos (bolsas) de papel cartón, guata de celulosa, con una anchura en la base superior o igual a 40 cm.",0.050000001
4819400000,481940,1702,"Los demás sacos (bolsas); bolsitas y cucuruchos, de papel, cartón, guata de celulosa o napas de fibras de celulosa.",0
4819400000,481940,1702,"Los demás sacos (bolsas); bolsitas y cucuruchos, de papel, cartón, guata de celulosa o napas de fibras de celulosa.",0
4819500000,481950,1702,"Los demás envases, incluidas las fundas  para  discos, de  papel, cartón, guata de celulosa o napas de fibras de celulosa.",0.100000001
4819500000,481950,1702,"Los demás envases, incluidas las fundas  para  discos, de  papel, cartón, guata de celulosa o napas de fibras de celulosa.",0.100000001
4819600000,481960,1702,"Cartonajes de oficina, tienda o similares de papel, cartón, guata de celulosa o napas de fibras de celulosa.",0
4819600000,481960,1702,"Cartonajes de oficina, tienda o similares de papel, cartón, guata de celulosa o napas de fibras de celulosa.",0
4820100000,482010,1709,"Libros registro, libros de contabilidad, talonarios (de notas, de pedidos o  de recibos), memorandos, bloques de papel de cartas, agendas y artículos similares, de papel o cartón.",0.150000006
4820100000,482010,1709,"Libros registro, libros de contabilidad, talonarios (de notas, de pedidos o  de recibos), memorandos, bloques de papel de cartas, agendas y artículos similares, de papel o cartón.",0.150000006
4820200000,482020,1709,Cuadernos de papel,0.150000006
4820200000,482020,1709,Cuadernos de papel,0.150000006
4820300000,482030,1709,"Clasificadores, encuadernaciones (excepto las cubiertas para libros), carpetas y cubiertas para documentos",0.150000006
4820300000,482030,1709,"Clasificadores, encuadernaciones (excepto las cubiertas para libros), carpetas y cubiertas para documentos",0.150000006
4820300000,482030,1709,"Clasificadores, encuadernaciones (excepto las cubiertas para libros), carpetas y cubiertas para documentos",0.150000006
4820400000,482040,1709,"Impresos en paquetes o plegados, aunque lleven papel cartón",0.150000006
4820401000,482040,1709,Formularios en paquetes o plegados llamados continuos.,0.150000006
4820409000,482040,1709,"Los demás formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico).",0.150000006
4820500000,482050,1709,"Álbumes para muestras o para colecciones, de papel o cartón.",0.150000006
4820500000,482050,1709,"Álbumes para muestras o para colecciones, de papel o cartón.",0.150000006
4820900000,482090,1709,"Las demás carpetas de mesa, y demás artículos escolares, de oficina o de papelería, y cubiertas para libros de papel o cartón.",0.150000006
4820900000,482090,1709,"Las demás carpetas de mesa, y demás artículos escolares, de oficina o de papelería, y cubiertas para libros de papel o cartón.",0.150000006
4820901000,482090,1709,"Los demás formatos llamados ""continuos"" sin impresión.",0.150000006
4820909000,482090,1709,"Los demás artículos escolares, de oficina o de papelería.",0.150000006
4821100000,482110,1709,"Etiquetas de todas clases impresas, de papel o cartón.",0
4821100000,482110,1709,"Etiquetas de todas clases impresas, de papel o cartón.",0
4821900000,482190,1709,"Las demás etiquetas de todas clases, de papel o cartón.",0
4821900000,482190,1709,"Las demás etiquetas de todas clases, de papel o cartón.",0
4822100000,482210,1709,"Carretes, bobinas, canillas y soportes similares de pasta de papel, papel o cartón, del tipo de los utilizados para el bobinado de hilados textiles.",0
4822100000,482210,1709,"Carretes, bobinas, canillas y soportes similares de pasta de papel, papel o cartón, del tipo de los utilizados para el bobinado de hilados textiles.",0
4822900000,482290,1709,"Los demás carretes, bobinas, canillas y soportes similares, de pasta de papel, papel o cartón, incluso perforados o endurecidos.",0
4822900000,482290,1709,"Los demás carretes, bobinas, canillas y soportes similares, de pasta de papel, papel o cartón, incluso perforados o endurecidos.",0
4823110000,482311,1701,"Papel autoadhesivo, en tiras o en bobinas (rollos).",
4823110000,482311,1701,"Papel autoadhesivo, en tiras o en bobinas (rollos).",
4823120000,482312,1701,"Papel engomado o adhesivo, en tiras o en bobinas (rollos): autoadhesivo, .",
4823190000,482319,1701,"Los demás papeles engomados o adhesivos, en tiras o en bobinas (rollos).",
4823190000,482319,1701,"Los demás papeles engomados o adhesivos, en tiras o en bobinas (rollos).",
4823200000,482320,1709,Papel y cartón filtro.,0
4823200000,482320,1709,Papel y cartón filtro.,0
4823300000,482330,1709,"Tarjetas sin perforar, incluso en bandas, para máquinas de tarjetas perforadas.",
4823400000,482340,1709,"Papel diagrama para aparatos registradores, en bobinas (rollos), hojas o discos.",0
4823400000,482340,1709,"Papel diagrama para aparatos registradores, en bobinas (rollos), hojas o discos.",0
4823510000,482351,1709,"Los demás papeles y cartones del tipo de los utilizados en la escritura, la impresión u otros fines gráficos, impresos estampados o perforados.",
4823511000,482351,1709,"Formatos o formularios llamados ""continuos""",
4823519000,482351,1709,"Los demás papeles y cartones impresos, estampados o perforados.",
4823590000,482359,1709,"Los demás papeles y cartones del tipo de los utilizados en la escritura, la impresión u otros fines gráficos.",
4823590000,482359,1709,"Los demás papeles y cartones del tipo de los utilizados en la escritura, la impresión u otros fines gráficos.",
4823600000,482360,1709,"Bandejas, fuentes, platos, tazas, vasos y artículos similares de papel o cartón.",
4823600000,482360,1709,"Bandejas, fuentes, platos, tazas, vasos y artículos similares de papel o cartón.",
4823610000,482361,1709,"Bandejas, fuentes, platos, tazas, vasos y artículos similares, de bambú.",0
4823690000,482369,1709,"Las demás bandejas, fuentes, platos, tazas, vasos y artículos similares, de papel o cartón.",0.150000006
4823700000,482370,1709,"Artículos moldeados o prensados, de pasta de papel.",0
4823700000,482370,1709,"Artículos moldeados o prensados, de pasta de papel.",0
4823901000,482390,1709,Papeles reactivos o indicadores.,0.02
4823901010,482390,1709,"Papeles reactivos o indicadores, de diagnóstico para empleo sobre el paciente.",0.02
4823901090,482390,1709,Los demás papeles reactivos o indicadores.,0.02
4823902000,482390,1709,Los demás papeles para aislamiento eléctrico.,0.02
4823902000,482390,1709,Los demás papeles para aislamiento eléctrico.,0.02
4823903000,482390,1709,"Los demás papeles, cartones, guatas de celulosa y napas de fibras de celulosa, cortados a su tamaño.",0.02
4823903000,482390,1709,"Los demás papeles, cartones, guatas de celulosa y napas de fibras de celulosa, cortados a su tamaño.",0.02
4823904000,482390,1709,"Juntas (empaquetaduras), de pasta de papel, de papel, cartón, cortados en formato.",0.02
4823904000,482390,1709,"Juntas (empaquetaduras), de pasta de papel, de papel, cartón, cortados en formato.",0.02
4823905000,482390,1709,"Cartones para mecanismos Jacquard y similares, de pasta de papel , de papel o cartón, cortados en formato.",0.02
4823905000,482390,1709,"Cartones para mecanismos Jacquard y similares, de pasta de papel , de papel o cartón, cortados en formato.",0.02
4823906000,482390,1709,"Patrones, modelos y plantillas de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823906000,482390,1709,"Patrones, modelos y plantillas de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823907000,482390,1709,Tripas artificiales de papel impermeabilizado.,0.02
4823908000,482390,1709,"Botes de hilar de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823908000,482390,1709,"Botes de hilar de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823909000,482390,1709,"Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa.",0.02
4823909000,482390,1709,"Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa.",0.02
4823909010,482390,1709,Tripas artificiales de guata de celulosa o de napas de fibras de celulosa.,0.02
4823909020,482390,1709,"Matrices de pasta de papel, de papel, de cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823909030,482390,1709,"Botes de hilar de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823909090,482390,1709,"Los demás papeles, cartones, guatas de celulosa y napas de fibras de celulosa cortados a su tamaño; Los demás artículos de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823909100,482390,1709,"Panales de germinación de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823909100,482390,1709,"Panales de germinación de pasta de papel, de papel, cartón, guata de celulosa o de napas de fibras de celulosa.",0.02
4823909200,482390,1709,"Palitos"" de cartón o papel enrollado.",0.02
4823909200,482390,1709,"Palitos"" de cartón o papel enrollado.",0.02
4823909900,482390,1709,"Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formatos.",0.02
4823909910,482390,1709,Matrices.,0.02
4823909990,482390,1709,"Papeles, cartones, guatas de celulosa y napas de fibra de celulosa.",0.02
4901100010,490110,5811,"Horóscopos, fotonovelas, modas, tiras cómicas o historietas gráficas y juegos de azar, en hojas sueltas, incluso plegadas.",0.075000003
4901100010,490110,5811,"Horóscopos, fotonovelas, modas, tiras cómicas o historietas gráficas y juegos de azar, en hojas sueltas, incluso plegadas.",0.075000003
4901100020,490110,5811,"Libros, folletos e impresos similares científicos y culturales, en hojas sueltas, incluso plegadas.",0.075000003
4901100090,490110,5811,"Los demás libros, folletos e impresos similares, en hojas sueltas, incluso plegadas.",0.075000003
4901100090,490110,5811,"Los demás libros, folletos e impresos similares, en hojas sueltas, incluso plegadas.",0.075000003
4901101000,490110,5811,"Horóscopos, fotonovelas, tiras cómicas o historietas, en hojas sueltas, incluso plegadas.",0.075000003
4901109000,490110,5811,"Los demás libros, folletos e impresos similares, en hojas sueltas, incluso plegadas.",0.075000003
4901910000,490191,5811,"Diccionarios y enciclopedias, incluso en fascículos.",0
4901910000,490191,5811,"Diccionarios y enciclopedias, incluso en fascículos.",0
4901990010,490199,5811,"Los demás horóscopos, fotonovelas, modas, tiras cómicas o historietas gráficas y juegos de azar.",0.075000003
4901990010,490199,5811,"Los demás horóscopos, fotonovelas, modas, tiras cómicas o historietas gráficas y juegos de azar.",0.075000003
4901990020,490199,5811,"Los demás libros, folletos e impresos similares científicos y culturales, en hojas sueltas, incluso plegadas.",0.075000003
4901990090,490199,5811,"Los demás libros, folletos e impresos similares.",0.075000003
4901990090,490199,5811,"Los demás libros, folletos e impresos similares.",0.075000003
4901991000,490199,5811,"Los demás horóscopos, fotonovelas, tiras cómicas o historietas.",0.075000003
4901999000,490199,5811,"Los demás libros, folletos e impresos similares.",0.075000003
4902100000,490210,5813,"Diarios y publicaciones periódicas, impresos, incluso ilustrados o con publicidad, que se publiquen cuatro veces por semana como mínimo.",0
4902100000,490210,5813,"Diarios y publicaciones periódicas, impresos, incluso ilustrados o con publicidad, que se publiquen cuatro veces por semana como mínimo.",0
4902900010,490290,5813,"Revistas, folletos y magazines, conocidos  como tiras  cómicas o historietas gráficas.",0.075000003
4902900010,490290,5813,"Revistas, folletos y magazines, conocidos  como tiras  cómicas o historietas gráficas.",0.075000003
4902900090,490290,5813,"Los demás diarios y publicaciones periódicas, impresos, incluso ilustrados o con publicidad.",0.075000003
4902900090,490290,5813,"Los demás diarios y publicaciones periódicas, impresos, incluso ilustrados o con publicidad.",0.075000003
4902901000,490290,5813,"Horóscopos, fotonovelas, tiras cómicas o historietas, impresos, incluso ilustrados o con publicidad.",0.075000003
4902909000,490290,5813,"Los demás diarios y publicaciones periódicas, impresos, incluso ilustrados o con publicidad.",0.075000003
4903000000,490300,5811,Álbumes o libros de estampas para niños y cuadernos infantiles para dibujar o colorear.,0.150000006
4903000000,490300,5811,Álbumes o libros de estampas para niños y cuadernos infantiles para dibujar o colorear.,0.150000006
4904000000,490400,5920,"Música manuscrita o impresa, incluso con ilustraciones o encuadernada.",0
4904000000,490400,5920,"Música manuscrita o impresa, incluso con ilustraciones o encuadernada.",0
4905100000,490510,3290,Esferas (terráqueas o celestes) impresas.,0
4905100000,490510,3290,Esferas (terráqueas o celestes) impresas.,0
4905910000,490591,5811,"Mapas murales, planos topográficos, en forma de libros o de folletos.",0
4905910000,490591,5811,"Mapas murales, planos topográficos, en forma de libros o de folletos.",0
4905990000,490599,5811,"Las demás manufacturas cartográficas de todas clases, incluidos los mapas murales, los planos topográficos, impresos.",0
4905990000,490599,5811,"Las demás manufacturas cartográficas de todas clases, incluidos los mapas murales, los planos topográficos, impresos.",0
4906000000,490600,7110,"Planos y dibujos originales hechos a mano, de arquitectura, de ingeniería, industriales, comerciales, topográficos o similares; textos manuscritos; reproducciones fotográficas sobre papel sensibilizado y copias con papel carbón, de los planos, dibujos",0
4906000000,490600,7110,"Planos y dibujos originales hechos a mano, de arquitectura, de ingeniería, industriales, comerciales, topográficos o similares; textos manuscritos; reproducciones fotográficas sobre papel sensibilizado y copias con papel carbón, de los planos, dibujos",0
4907001000,490700,1811,"Sellos (estampillas) de correos, timbres fiscales análogos sin obliterar, que tengan o hayan de tener curso legal en el país de destino; papel timbrado.",0.112500004
4907001000,490700,1811,"Sellos (estampillas) de correos, timbres fiscales análogos sin obliterar, que tengan o hayan de tener curso legal en el país de destino; papel timbrado.",0.112500004
4907001010,490700,1811,"Sellos de correos, timbres fiscales y análogos; papel timbrado; cuando se hagan transacciones de los mismos como especies venales o títulos valores.",0.112500004
4907001090,490700,1811,"Los demás sellos de correos, timbres fiscales  y análogos.",0.112500004
4907002000,490700,1811,Billetes de banco.,0.112500004
4907002000,490700,1811,Billetes de banco.,0.112500004
4907002010,490700,1811,Billetes de banco cuando se hagan transacciones de los mismos como especies venales o títulos valores,0.112500004
4907002090,490700,1811,Los demás billetes de banco.,0.112500004
4907003000,490700,1811,Talonarios de cheques de viajero de establecimientos de crédito extranjeros.,0.112500004
4907003000,490700,1811,Talonarios de cheques de viajero de establecimientos de crédito extranjeros.,0.112500004
4907003010,490700,1811,Talonarios de cheques de viajero de establecimientos de crédito extranjeros; cuando se hagan transacciones de los mismos como especies venales o títulos valores.,0.112500004
4907003090,490700,1811,Los demás talonarios de cheques de viajero de establecimientos de crédito extranjero,0.112500004
4907009000,490700,1811,"Los demás cheques, títulos de acciones u obligaciones y títulos similares, sin obliterar, que tengan o hayan de tener curso legal en el país de destino.",0.112500004
4907009000,490700,1811,"Los demás cheques, títulos de acciones u obligaciones y títulos similares, sin obliterar, que tengan o hayan de tener curso legal en el país de destino.",0.112500004
4907009010,490700,1811,"Los demás cheques, títulos de acciones u obligaciones y títulos similares, cuando se hagan transacciones de los mismos como especies venales o títulos valores.",0.112500004
4907009090,490700,1811,"Los demás, de los demás cheques, títulos de acciones u obligaciones y títulos similares, sin obliterar, que tengan o hayan de tener curso legal en el país de destino.",0.112500004
4908100000,490810,5819,Calcomanías vitrificables.,0.150000006
4908100000,490810,5819,Calcomanías vitrificables.,0.150000006
4908900010,490890,5819,"Calcomanías para transferir por calor, en rollos de 250 m o  mas de largo y en  ancho  superior a 1.50 m. con dibujos indivisibles.",0.100000001
4908900090,490890,5819,Las demás calcomanías de cualquier clase.,0.100000001
4908901000,490890,5819,Calcomanías para transferencia continua sobre tejidos.,0.100000001
4908901000,490890,5819,Calcomanías para transferencia continua sobre tejidos.,0.100000001
4908909000,490890,5819,Las demás calcomanías de cualquier clase.,0.100000001
4908909000,490890,5819,Las demás calcomanías de cualquier clase.,0.100000001
4909000000,490900,5819,"Tarjetas postales impresas o ilustradas; tarjetas impresas con felicitaciones o comunicaciones personales, incluso con ilustraciones, adornos o aplicaciones, o con sobre.",0.150000006
4909000000,490900,5819,"Tarjetas postales impresas o ilustradas; tarjetas impresas con felicitaciones o comunicaciones personales, incluso con ilustraciones, adornos o aplicaciones, o con sobre.",0.150000006
4910000000,491000,5819,"Calendarios de cualquier clase impresos, incluidos los tacos de calendario.",0.150000006
4910000000,491000,5819,"Calendarios de cualquier clase impresos, incluidos los tacos de calendario.",0.150000006
4911100000,491110,5819,"Impresos publicitarios, catálogos comerciales y similares.",0.150000006
4911101000,491110,5819,"Impresos publicitarios, catálogos comerciales y similares, de productos importados.",0.150000006
4911109000,491110,5819,"Los demás impresos publicitarios, catálogos comerciales y similares.",0.150000006
