hsfull,CIIU4
0705110000,0113
0705190000,0113
0705190000,0113
0705210000,0113
0705210000,0113
0705290000,0113
0705290000,0113
0706100000,0113
0706100000,0113
0706900000,0113
0706900000,0113
0707000000,0113
0707000000,0113
0708100000,0111
0708100000,0111
0708200000,0111
0708200000,0111
0708900000,0111
0708900000,0111
0709100000,0113
0709100000,0113
0709200000,0113
0709200000,0113
0709300000,0113
0709300000,0113
0709400000,0113
0709400000,0113
0709510000,0113
0709510000,0113
0709510000,0113
0709520000,0113
0709520000,0113
0709590000,0113
0709600000,0128
0709600000,0128
0709700000,0113
0709700000,0113
0709900000,0113
0709901000,0113
0709901000,0113
0709902000,0126
0709902000,0126
0709903000,0113
0709909000,0113
0709909000,0113
0709909000,0113
0709910000,0113
0709920000,0126
0709930000,0113
0709991000,0113
0709999000,0113
0710100000,1020
0710100000,1020
0710210000,1020
0710210000,1020
0710220000,1020
0710220000,1020
0710290000,1020
0710290000,1020
0710300000,1020
0710300000,1020
0710400000,1020
0710400000,1020
0710800000,1020
0710800000,1020
0710801000,1020
0710802000,1020
0710809000,1020
0710900000,1020
0710900000,1020
0711100000,1020
0711100000,1020
0711200000,1020
0711200000,1020
0711300000,1020
0711300000,1020
0711400000,1020
0711400000,1020
0711510000,1020
0711590000,1020
0711900000,1020
0711900000,1020
0711900000,1020
0712100000,1020
0712200000,1020
0712200000,1020
0712300000,1020
0712300000,1020
0712310000,1020
0712320000,1020
0712330000,1020
0712390000,1020
0712901000,1020
0712901000,1020
0712902000,1020
0712909000,1020
0712909000,1020
0712909000,1020
0713101000,0111
0713101000,0111
0713109000,0111
0713109000,0111
0713201000,0111
0713201000,0111
0713209000,0111
0713209000,0111
0713301000,0111
0713309000,0111
0713311000,0111
0713311000,0111
0713319000,0111
0713319000,0111
0713321000,0111
0713321000,0111
0713329000,0111
0713329000,0111
0713331000,0111
0713331000,0111
0713331100,0111
0713331900,0111
0713339000,0111
0713339000,0111
0713339100,0111
0713339200,0111
0713339900,0111
0713341000,0111
0713349000,0111
0713351000,0111
0713359000,0111
0713391000,0111
0713391000,0111
0713399000,0111
0713399000,0111
0713399100,0111
0713399200,0111
0713399900,0111
0713399900,0111
0713401000,0111
0713401000,0111
0713409000,0111
0713409000,0111
0713501000,0111
0713501000,0111
0713509000,0111
0713509000,0111
0713601000,0111
0713609000,0111
0713901000,0111
0713901000,0111
0713909000,0111
0713909000,0111
0714100000,0113
0714100000,0113
0714200000,0113
0714200000,0113
0714201000,0113
0714209000,0113
0714300000,0113
0714400000,0113
0714500000,0113
0714900000,0113
0714900010,0113
0714900090,0113
0714901000,0113
0714909000,0113
0801100000,0126
0801110000,1020
0801111000,0126
0801119000,1020
0801120000,0126
0801190000,0126
0801200000,0121
0801210000,0121
0801220000,1020
0801300000,1020
0801310000,0121
0801320000,1020
0802110000,0121
0802110000,0121
0802120000,1020
0802120000,1020
0802121000,1020
0802129000,1020
0802210000,0121
0802210000,0121
0802220000,1020
0802220000,1020
0802310000,0121
0802310000,0121
0802320000,1020
0802320000,1020
0802400000,0121
0802400000,0121
0802410000,0121
0802420000,0121
0802500000,0121
0802500000,0121
0802510000,0121
0802520000,1020
0802600000,1020
0802610000,0121
0802620000,0121
0802700000,0121
0802800000,0121
0802900000,0121
0802900000,0121
0803000010,1020
0803000090,0122
0803000091,0122
0803000099,0122
0803001100,0122
0803001100,0122
0803001200,0122
0803001200,0122
0803001300,0122
0803001900,0122
0803001910,0122
0803001910,0122
0803001990,0122
0803001990,0122
0803002000,1020
0803002000,1020
0803101000,0122
0803102000,1020
0803901100,0122
0803901200,0122
0803901900,0122
0803902000,1020
0804100000,0121
0804100000,0121
0804200000,0121
0804200000,0121
0804300000,0121
0804300000,0121
0804400000,0121
0804400000,0121
0804500000,0121
0804501000,0121
0804501000,0121
0804502000,0121
0804502000,0121
0805100000,0121
0805100000,0121
0805201000,0121
0805201000,0121
0805202000,0121
0805209000,0121
0805209000,0121
0805210000,0121
0805220000,0121
0805291000,0121
0805299000,0121
0805301000,0121
0805301000,0121
0805301000,0121
0805302000,0121
0805302000,0121
0805302000,0121
0805400000,0121
0805400000,0121
0805501000,0121
0805502100,0121
0805502200,0121
0805900000,0121
0805900000,0121
0806100000,0121
0806100000,0121
0806200000,1020
0806200000,1020
0806200010,1020
0806200090,1020
0807100000,0113
0807110000,0113
0807190000,0113
0807200000,0121
0807200000,0121
0808100000,0121
0808100000,0121
0808200000,0121
0808201000,0121
0808201000,0121
0808202000,0121
0808202000,0121
0808300000,0121
0808400000,0121
0809100000,0121
0809100000,0121
0809200000,0121
0809200000,0121
0809210000,0121
0809290000,0121
0809300000,0121
0809300000,0121
0809400000,0121
0809400000,0121
0810100000,0121
0810100000,0121
0810200000,0121
0810200000,0121
0810300000,0121
0810300000,0121
0810300000,0121
0810400000,0121
0810400000,0121
0810500000,0121
0810600000,0121
0810700000,0121
0810900010,0121
0810900020,0121
0810900030,0121
0810900040,0121
0810900050,0121
0810900060,0121
0810900090,0121
0810901000,0121
0810901000,0121
0810901010,0121
0810901020,0121
0810901030,0121
0810901040,0121
0810901090,0121
0810902000,0121
0810902000,0121
0810903000,0121
0810903000,0121
0810904000,0121
0810904000,0121
0810905000,0121
0810905000,0121
0810909000,0121
0810909010,0121
0810909010,0121
0810909020,0121
0810909020,0121
0810909090,0121
0810909090,0121
0811101000,1020
0811101000,1020
0811101000,1020
0811109000,1020
0811109000,1020
0811109000,1020
0811200000,1020
0811201000,1020
0811201000,1020
0811201000,1020
0811209000,1020
0811209000,1020
0811209000,1020
0811901000,1020
0811901000,1020
0811901000,1020
0811909000,1020
0811909000,1020
0811909000,1020
0811909100,1020
0811909200,1020
0811909300,1020
0811909400,1020
0811909500,1020
0811909600,1020
0811909900,1020
0812100000,1020
0812100000,1020
0812200000,1020
0812200000,1020
0812901000,1020
0812901000,1020
0812902000,1020
0812902000,1020
0812902000,1020
0812909000,1020
0812909000,1020
0813100000,1020
0813100000,1020
0813200000,1020
0813200000,1020
0813300000,1020
0813300000,1020
0813400000,1020
0813401000,1020
0813402000,1020
0813402000,1020
0813409000,1020
0813500000,1020
0813500000,1020
0814000000,1020
0814000000,1020
0814001000,1020
0814009000,1020
0901110000,0123
0901110000,0123
0901111000,0123
0901119000,1061
0901120000,1062
0901120000,1062
0901211000,1062
0901211000,1062
0901212000,1062
0901212000,1062
0901220000,1062
0901220000,1062
0901300000,1061
0901400000,1089
0901900000,1061
0902100000,1089
0902100000,1089
0902200000,0127
0902200000,0127
0902300000,1089
0902300000,1089
0902400000,0127
0902400000,0127
0903000000,0127
0903000000,0127
0904110000,0128
0904110000,0128
0904120000,1089
0904120000,1089
0904200000,1089
0904200000,1089
0904201000,1089
0904209000,1089
0904211000,0128
0904219000,0128
0904221000,1089
0904229000,1089
0905000000,0128
0905000000,0128
0905100000,0128
0905200000,1089
0906100000,0128
0906100000,0128
0906110000,0128
0906190000,0128
0906200000,1089
0906200000,1089
0907000000,0128
0907000000,0128
0907100000,0128
0907200000,1089
0908100000,0128
0908100000,0128
0908110000,0128
0908120000,1089
0908200000,0128
0908200000,0128
0908210000,0128
0908220000,1089
0908300000,0128
0908300000,0128
0908310000,0128
0908320000,1089
0909100000,0128
0909100000,0128
0909200000,0128
0909200000,0128
0909201000,0128
0909209000,0128
0909211000,0128
0909219000,0128
0909220000,1089
0909300000,0128
0909300000,0128
0909310000,0128
0909320000,1089
0909400000,0128
0909400000,0128
0909500000,0128
0909500000,0128
0909610000,0128
0909620000,1089
0910100000,0128
0910100000,0128
0910110000,0128
0910120000,1089
0910200000,0128
0910200000,0128
0910300000,0119
0910300000,0119
0910400000,0128
0910400000,0128
0910500000,1089
0910500000,1089
0910910000,0119
0910910000,0119
0910990000,0119
0910990000,0119
0910991000,0128
0910999000,0119
1001101000,0111
1001101000,0111
1001109000,0111
1001109000,0111
1001110000,0111
1001190000,0111
1001901000,0111
1001901000,0111
1001902000,0111
1001902010,0111
